   0.337808E+03  -0.159494E+02   0.121773E-01   0.160493E-01   0.402923E-02
   0.337814E+03  -0.159803E+02  -0.387929E-02   0.534013E-02   0.132009E-02
   0.337807E+03  -0.159904E+02   0.573803E-02   0.108258E-01   0.245050E-02
   0.337800E+03  -0.159280E+02   0.139901E-01   0.141997E-01   0.398674E-02
   0.337799E+03  -0.159056E+02  -0.120007E-02   0.116527E-01   0.234287E-02
   0.337795E+03  -0.159449E+02   0.202040E-02   0.790315E-02   0.163146E-02
   0.337793E+03  -0.159131E+02   0.232765E-02   0.235591E-02   0.662367E-03
   0.337796E+03  -0.159149E+02  -0.190947E-02   0.132351E-02   0.464661E-03
   0.337789E+03  -0.159646E+02   0.958130E-02   0.169078E-02   0.194587E-02
   0.337794E+03  -0.159427E+02  -0.331654E-02   0.770366E-02   0.167745E-02
   0.337793E+03  -0.159147E+02  -0.265804E-02   0.157245E-02   0.617665E-03
   0.337791E+03  -0.159164E+02   0.272991E-03   0.700709E-02   0.140248E-02
   0.337782E+03  -0.158945E+02   0.890373E-02   0.536742E-02   0.207928E-02
   0.337782E+03  -0.159328E+02  -0.181114E-02   0.127743E-01   0.258042E-02
   0.337779E+03  -0.159197E+02   0.306552E-02   0.824001E-02   0.175835E-02
   0.337780E+03  -0.159847E+02  -0.676625E-02   0.786247E-02   0.207461E-02
   0.337772E+03  -0.159872E+02  -0.784141E-03   0.100768E-01   0.202145E-02
   0.337769E+03  -0.159775E+02   0.327403E-02   0.407589E-02   0.104560E-02
   0.337764E+03  -0.159986E+02   0.868805E-02   0.223278E-01   0.479171E-02
   0.337756E+03  -0.159012E+02   0.369596E-02   0.859967E-02   0.187205E-02
   0.337752E+03  -0.158499E+02   0.102928E-01   0.108889E-01   0.299672E-02
   0.337745E+03  -0.159476E+02   0.822031E-02   0.201925E-01   0.436032E-02
   0.337748E+03  -0.158569E+02  -0.166030E-03   0.138204E-02   0.278395E-03
   0.337746E+03  -0.158786E+02   0.829922E-03   0.539668E-02   0.109202E-02
   0.337731E+03  -0.158611E+02  -0.576155E-03   0.586360E-02   0.117837E-02
   0.337720E+03  -0.158644E+02   0.114592E-02   0.113499E-01   0.228151E-02
   0.337721E+03  -0.159109E+02  -0.520826E-02   0.854210E-02   0.200093E-02
   0.337707E+03  -0.159725E+02   0.910921E-02   0.849949E-02   0.249174E-02
   0.337704E+03  -0.158470E+02   0.127913E-02   0.145365E-02   0.387261E-03
   0.337698E+03  -0.158537E+02   0.115330E-01   0.105236E-02   0.231619E-02
   0.337710E+03  -0.159827E+02  -0.127069E-01   0.248683E-03   0.254187E-02
   0.337703E+03  -0.158506E+02  -0.701109E-03   0.647196E-02   0.130197E-02
   0.337690E+03  -0.158636E+02   0.224215E-01   0.160089E-01   0.551002E-02
   0.337698E+03  -0.158942E+02  -0.180355E-02   0.554744E-02   0.116665E-02
   0.337693E+03  -0.159705E+02   0.693089E-02   0.161872E-02   0.142348E-02
   0.337700E+03  -0.159795E+02  -0.877149E-02   0.609947E-02   0.213675E-02
   0.337692E+03  -0.159791E+02  -0.199296E-01   0.756201E-02   0.426320E-02
   0.337686E+03  -0.159692E+02  -0.111822E-01   0.836462E-02   0.279290E-02
   0.337678E+03  -0.159390E+02  -0.203408E-02   0.267401E-02   0.671946E-03
   0.337673E+03  -0.158745E+02   0.292989E-02   0.877317E-02   0.184990E-02
   0.337672E+03  -0.159804E+02   0.232737E-02   0.156868E-02   0.561335E-03
   0.337670E+03  -0.158960E+02   0.398032E-03   0.320090E-02   0.645111E-03
   0.337669E+03  -0.159864E+02   0.250330E-02   0.279715E-02   0.750747E-03
   0.337668E+03  -0.159821E+02   0.402889E-02   0.421619E-02   0.116633E-02
   0.337667E+03  -0.159730E+02   0.459339E-02   0.226426E-02   0.102423E-02
   0.337671E+03  -0.159531E+02  -0.450792E-02   0.660649E-03   0.911214E-03
   0.337668E+03  -0.159822E+02  -0.126632E-02   0.160877E-03   0.255300E-03
   0.337664E+03  -0.159793E+02   0.511027E-02   0.438473E-03   0.102581E-02
   0.337668E+03  -0.159570E+02  -0.371986E-02   0.105720E-01   0.224148E-02
   0.337662E+03  -0.158876E+02  -0.659525E-02   0.133586E-01   0.297960E-02
   0.337658E+03  -0.158598E+02   0.724807E-03   0.162623E-02   0.356088E-03
   0.337657E+03  -0.159625E+02   0.102520E-02   0.133212E-01   0.267212E-02
   0.337658E+03  -0.158723E+02  -0.266804E-02   0.147156E-02   0.609390E-03
   0.337661E+03  -0.159821E+02  -0.919992E-02   0.515225E-03   0.184287E-02
   0.337654E+03  -0.158539E+02   0.222490E-02   0.509203E-02   0.111138E-02
   0.337650E+03  -0.158752E+02  -0.137664E-02   0.523711E-02   0.108300E-02
   0.337649E+03  -0.158763E+02  -0.101012E-03   0.169848E-02   0.340297E-03
   0.337646E+03  -0.158506E+02   0.451738E-02   0.246102E-03   0.904816E-03
   0.337645E+03  -0.158539E+02   0.128750E-02   0.572950E-02   0.117447E-02
   0.337646E+03  -0.159122E+02  -0.158968E-02   0.407757E-02   0.875299E-03
   0.337644E+03  -0.159223E+02  -0.387589E-02   0.131521E-01   0.274227E-02
   0.337621E+03  -0.159948E+02   0.132207E-01   0.188441E-01   0.460385E-02
   0.337634E+03  -0.158693E+02  -0.215297E-01   0.157705E-03   0.430605E-02
   0.337622E+03  -0.159713E+02  -0.485576E-02   0.983265E-02   0.219326E-02
   0.337602E+03  -0.158722E+02   0.249662E-01   0.235427E-01   0.686314E-02
   0.337616E+03  -0.158804E+02  -0.965495E-02   0.991462E-02   0.276780E-02
