3 14 7 21 649.905 2086.99 7.01346e-05 0.00639115	337.820042657 -15.4443847884
3 14 11 21 1029.04 2093.34 -0.00260105 0.00781908	337.819458829 -15.4159079188
3 14 9 21 904.181 2097.17 0.00391009 0.00633992	337.819189511 -15.4252863081
3 14 13 21 1303.31 2121.46 0.000674843 0.00522783	337.817203984 -15.3953128964
3 14 15 21 1496.94 2133.62 0.00030933 0.0037586	337.816211921 -15.3807738187
3 14 16 22 1630.23 2154.79 0.000655867 0.00508332	337.81453205 -15.3707677815
3 14 4 22 397.236 2157.69 0.0021908 0.00680978	337.814591525 -15.4633729385
3 14 9 22 897.702 2166.48 0.000237733 0.0146332	337.813789535 -15.4257807283
3 14 10 22 973.725 2217.97 -0.00330822 0.00788204	337.809759477 -15.4200765074
3 14 19 23 1849.38 2274.83 0.00905107 0.00431964	337.805131741 -15.3543277898
3 14 11 23 1081.15 2276.63 0.00118222 0.00452668	337.805164034 -15.4120148634
3 14 10 23 991.392 2278.45 -0.000576316 0.0101681	337.805042517 -15.418756311
3 14 20 23 1979.94 2337.02 0.00283941 0.00416105	337.800258934 -15.344533382
3 14 3 24 304.249 2393.51 0.00381355 0.00301658	337.796231692 -15.4703828497
3 14 17 24 1675.81 2404.82 0.00245464 0.00456806	337.795045061 -15.3673743215
3 14 2 25 140.685 2465.48 0.00486726 0.00567488	337.790659449 -15.4826774381
3 14 15 26 1483.88 2620.22 0.003976 -0.000941345	337.7783079 -15.3818092551
3 14 12 26 1147.92 2619.91 0.00608143 0.00127658	337.778402999 -15.4070375701
3 14 16 27 1557.96 2721.1 1.345e-05 0.00605352	337.770434838 -15.3762576607
3 14 13 27 1274.97 2731.98 -1.58785e-05 0.00485427	337.769645743 -15.397508338
3 14 17 27 1734.65 2749.03 0.00315986 0.00342079	337.768223355 -15.3629944749
3 14 18 27 1776.82 2756.85 0.00205608 0.00286464	337.767605755 -15.3598292893
3 14 16 28 1561.26 2770.81 0.00369128 0.00709094	337.766562393 -15.3760151399
3 14 4 28 341.157 2817.75 -3.45025e-05 0.00912121	337.763159383 -15.4676517478
3 14 12 28 1158.47 2858.95 0.00698616 0.00495575	337.759778771 -15.4062699065
3 14 9 29 911.569 2926.26 0.00212971 0.00100339	337.754585273 -15.4248186841
3 14 14 30 1402.01 2978.49 -0.00217462 0.00391104	337.750418848 -15.3879939304
3 14 7 30 657.473 3045.91 0.00446155 0.00832547	337.745315002 -15.44391389
3 14 5 30 426.832 3054.16 0.00154829 0.00436077	337.74471929 -15.4612380285
3 14 6 31 538.585 3106.44 0.000128734 0.005369	337.740623032 -15.4528488805
3 14 16 37 1592.94 3688.85 0.00102152 0.0040306	337.695068371 -15.3737241601
3 14 7 36 685.718 3668.08 0.00566074 0.00416248	337.696842574 -15.4418458392
3 14 16 36 1546.35 3652.87 0.00183927 0.00379375	337.697877409 -15.3772190001
3 14 6 36 515.261 3626.26 0.00613153 0.00326412	337.70013123 -15.4546443435
3 14 6 34 530.334 3425.56 0.00108206 0.00571844	337.715762718 -15.4534961406
3 14 17 33 1664.04 3343.49 0.00156698 0.00174495	337.721945364 -15.3683553138
3 14 13 33 1269.91 3357.94 0.00434001 0.00192252	337.720891494 -15.3979493187
3 14 17 33 1693.54 3290.81 0.00224266 0.00214951	337.726041886 -15.3661355798
3 14 10 33 971.056 3320.25 0.000791076 0.00307475	337.723882382 -15.4203879307
3 14 13 38 1251.11 3863.23 0.00161367 0.00339503	337.681547899 -15.3994037631
3 14 6 32 516.313 3206.03 0.00399759 0.00482834	337.732868262 -15.4545305349
3 14 6 32 585.881 3233.37 0.00108144 0.0053497	337.730724438 -15.4493078226
3 14 19 35 1885.59 3570.13 0.00427241 0.00678477	337.704261827 -15.3517435972
3 14 12 32 1160.14 3191.48 0.000643601 0.00485136	337.733876428 -15.4061767824
3 14 14 38 1387 3862.66 -0.0022541 0.00213338	337.681570137 -15.3892004854
3 14 15 32 1487.61 3242.44 0.000992935 0.00488578	337.729846138 -15.3815922668
3 14 13 39 1250.37 3948.15 0.0050106 0.000717689	337.67493617 -15.3994659115
3 14 7 39 677.973 3961.09 0.00114701 0.00304169	337.674023356 -15.4424495133
3 14 9 39 918.846 3967.83 0.00145813 0.00196881	337.673457924 -15.4243614213
3 15 12 1 1153.89 51.8844 0.000195615 -0.00108788	337.649271741 -15.4067405064
3 15 15 1 1520.47 100.584 0.000421989 0.00108504	337.645424169 -15.3792184375
3 15 15 2 1439.61 155.085 0.00229973 0.00478262	337.641192929 -15.3852945099
3 15 7 2 649.855 171.793 0.00113157 0.00323921	337.640010783 -15.4445950234
3 15 13 2 1302.37 187.811 -0.00111386 0.00395993	337.63866523 -15.3956021478
3 15 5 3 495.575 217.686 -0.000515485 0.00278682	337.636459557 -15.4561820722
3 15 17 3 1716.5 303.299 0.00207765 0.00467042	337.629614687 -15.3645145983
3 15 9 4 849.488 368.953 -0.00093152 0.00468578	337.624626456 -15.4296202097
3 15 2 4 195.598 378.521 0.00179159 0.00462069	337.623975463 -15.4787161082
3 15 19 5 1915.93 445.414 0.00112411 -0.000602255	337.618525865 -15.3495504232
3 15 13 6 1265.84 561.475 0.000526311 0.00284098	337.609577966 -15.3983718604
3 15 5 6 509.535 582.843 -0.0015584 -0.00148424	337.608017033 -15.4551591256
3 15 14 6 1365.58 606.595 0.00617209 0.00770603	337.606052038 -15.3908859083
3 15 8 7 796.319 631.569 -0.000807153 0.00207352	337.604183634 -15.433629805
3 15 8 7 729.938 638.445 -0.00129231 0.00461486	337.603657118 -15.4386143063
3 15 19 7 1917.02 682.431 -0.00254961 0.0017849	337.600078874 -15.349485899
3 15 4 7 353.148 704.014 0.00117196 0.00444695	337.598600882 -15.466908601
3 15 8 8 720.281 717.615 -0.00178986 0.00357974	337.59749338 -15.4393442989
3 15 13 8 1286.76 720.253 -0.0011409 -0.00454099	337.597214192 -15.3968114231
3 15 20 9 1974.07 829.294 -0.00166868 0.00341333	337.588642654 -15.3452123704
3 15 14 9 1361.98 836.484 -0.00347477 -0.000959539	337.588156583 -15.3911708467
3 15 20 9 1961.12 847.801 -0.000151569 0.00285698	337.587203918 -15.34618595
3 15 13 9 1231.82 872.495 -0.000473468 0.00292942	337.585369363 -15.4009458125
3 15 1 9 95.6199 906.491 0.00476521 0.00372362	337.58286334 -15.4862564809
3 15 5 9 486.793 916.545 0.000821716 0.00444986	337.582032076 -15.456886841
3 15 6 10 551.292 969.166 0.00252753 0.00304239	337.577926417 -15.4520470461
3 15 5 10 462.352 973.319 0.000210063 0.00419226	337.577613842 -15.4587251107
3 15 9 11 837.855 1042.82 -0.00346234 0.00902919	337.572156839 -15.4305352372
3 15 17 11 1686.72 1068.38 -0.000416596 0.00216214	337.570068776 -15.3668023723
3 15 17 11 1730.33 1077.37 0.000145971 0.00466624	337.569364282 -15.3635286008
3 15 10 11 924.783 1084.65 -0.00361846 0.00380328	337.568889839 -15.4240107329
3 15 14 11 1415.1 1093.94 0.00419322 0.00714861	337.568109986 -15.3871974156
3 15 9 11 826.153 1111.59 0.0036617 0.00217709	337.566803911 -15.431417491
3 15 10 12 974.441 1141.41 -6.34972e-05 0.00209826	337.564465143 -15.4202852922
3 15 10 12 939.107 1147.03 0.000173086 0.00389051	337.564031669 -15.4229385227
3 15 8 12 812.696 1170.48 0.00260856 0.00386246	337.562220443 -15.4324309038
3 15 15 12 1493.24 1184.68 0.000210821 0.00336496	337.561038637 -15.3813355343
3 15 7 13 625.93 1251.55 -0.000338972 0.00109826	337.555929416 -15.4464577585
3 15 17 13 1737.19 1242.17 0.00321664 0.00361997	337.5565383 -15.3630228756
3 15 20 13 1958.78 1263.27 0.00252058 0.00115466	337.554873662 -15.3463872672
3 15 16 13 1603.34 1304.99 0.00372861 0.00331844	337.551663375 -15.3730755987
3 15 17 14 1667.12 1363.65 -0.00314778 0.00524636	337.547091725 -15.3682900997
3 15 2 14 136.119 1368.28 0.00384005 0.00390132	337.546892719 -15.4832401538
3 15 16 14 1621.11 1378.49 0.001869 0.0060414	337.545941479 -15.3717452163
3 15 17 14 1656.58 1395.45 0.00109513 0.00480499	337.544618052 -15.3690830443
3 15 15 14 1527 1397.3 -0.00143641 0.00843222	337.544487104 -15.378811801
3 15 17 14 1733.94 1409.16 0.00167718 0.00298497	337.543543475 -15.3632757072
3 15 12 15 1182.34 1500.54 -0.00113638 0.00289593	337.536486519 -15.4046934017
3 15 15 15 1526.32 1502.7 -0.00165624 0.00168471	337.536284366 -15.3788679294
3 15 18 15 1811.41 1508.11 0.00242116 0.00209518	337.53583612 -15.3574644643
3 15 15 15 1513.15 1518 0.00526738 0.00252486	337.535094927 -15.3798574197
3 15 15 16 1443.07 1551.53 -0.00067549 0.00300296	337.532492198 -15.3851204128
3 15 14 16 1388.36 1560.84 0.00208975 0.00280809	337.531772898 -15.3892283488
3 15 20 16 1990.53 1589.6 0.00128877 0.00268471	337.529479112 -15.3440210114
3 15 8 16 728.72 1588.68 0.000315153 0.00310489	337.52967047 -15.4387553301
3 15 4 16 356.638 1620.49 -0.000738098 -0.000656748	337.527230162 -15.4666938099
3 15 9 16 865.047 1635.23 0.000324291 0.00219562	337.526033238 -15.4285216077
3 15 15 17 1464.35 1666.03 0.00088084 0.000394576	337.523579164 -15.3835278241
3 15 9 17 833.912 1686.63 0.000553315 0.00229525	337.522034868 -15.4308613365
3 15 13 17 1327.76 1696.9 -0.00167163 0.00145835	337.52118922 -15.393783929
3 15 2 18 124.268 1768.22 0.00170699 0.000574679	337.515748166 -15.4841475314
3 15 14 18 1340.47 1769.55 0.00512326 0.00356188	337.515533854 -15.3928326573
3 15 17 18 1639.88 1778.56 -0.00220968 -0.000729464	337.51480644 -15.3703545584
3 15 6 19 612.305 1890.32 0.00079202 0.00300636	337.506197749 -15.4475077456
3 15 5 19 428.755 1927.28 0.000819983 0.00215888	337.50333604 -15.461290738
3 15 16 20 1566.14 2017.96 0.00122581 0.000699236	337.496183352 -15.3758999479
3 15 14 21 1387.98 2081.81 -6.63942e-06 0.00545994	337.491228458 -15.3892773779
3 15 14 21 1419.86 2100.67 0.000145316 0.00121179	337.489758311 -15.3868846484
3 15 6 22 532.321 2158.22 0.000770235 0.00281351	337.485347565 -15.4535221514
3 15 4 23 393.07 2275.41 0.00235911 0.00356823	337.476234162 -15.4639813814
3 15 19 23 1857.62 2270.97 0.00490117 0.000642609	337.476476088 -15.3540274047
3 15 7 23 615.816 2340.42 0.00311406 0.00123864	337.471157125 -15.4472583031
3 15 3 24 218.658 2359.45 0.00290655 0.00245249	337.46970307 -15.4770800303
3 15 5 24 462.601 2370.79 0.0033239 0.00467892	337.468803465 -15.4587632392
3 15 19 24 1942.75 2401.9 0.00236644 0.000997982	337.466284474 -15.3476414523
3 15 8 24 742.412 2435.01 0.00164222 0.00300069	337.463785112 -15.437755627
3 15 20 25 1949.19 2475.68 0.000346955 0.00203378	337.460544224 -15.3471604358
3 15 7 25 682.886 2497.31 -0.00234063 0.00804724	337.458939411 -15.4422265369
3 15 4 25 383.03 2533.62 0.000648971 0.00111099	337.456131733 -15.4647421733
3 15 10 25 1011.75 2550.02 1.58227e-05 0.00121671	337.454815787 -15.4175366291
3 15 13 26 1256.04 2559.94 -0.000880799 0.000989437	337.45402878 -15.3991966432
3 15 1 26 79.0464 2586.08 -1.58625e-05 0.00258577	337.45206555 -15.4875696933
3 15 8 26 745.05 2615.83 0.000333957 -0.000293781	337.449709713 -15.4375618998
3 15 5 26 443.984 2626.81 0.0025831 0.00153354	337.448872901 -15.4601675067
3 15 11 27 1119.62 2679.27 0.000144208 0.00189438	337.44475007 -15.4094410841
3 15 10 28 993.081 2831.44 -0.00060531 0.00194786	337.432913884 -15.4189442838
3 15 13 28 1243.26 2832.97 0.00295589 0.00105626	337.432782051 -15.4001621409
3 15 13 28 1238.93 2857.78 0.00209745 0.0023588	337.430851548 -15.4004876931
3 15 13 29 1235.7 2966.1 0.00237655 0.001446	337.422422239 -15.4007321871
3 15 11 30 1095.36 2992.87 0.00169113 0.00260333	337.420345293 -15.4112684636
3 15 3 32 246.587 3232.49 0.000174703 0.000920788	337.401727819 -15.4750011781
3 15 13 37 1242.65 3766.73 -0.000280017 -0.000261066	337.360118165 -15.4002197846
3 15 13 36 1277.93 3634.85 0.00328799 -0.000783445	337.370380095 -15.3975704485
3 15 6 36 547.179 3646.72 0.000473151 0.000448894	337.369471626 -15.4524338514
3 15 18 34 1831.5 3471.33 0.000363748 0.00439226	337.383091333 -15.3560168004
3 15 4 36 343.372 3615.5 0.00115172 0.000976962	337.371906297 -15.4677375829
3 15 3 36 249.529 3599.43 0.0019129 4.78106e-05	337.373159374 -15.4747845294
3 15 2 36 159.098 3597.6 -0.00444083 -0.00142853	337.373303722 -15.481575598
3 15 15 35 1489.35 3508.77 0.00210888 -0.000154886	337.380186095 -15.3816988487
3 15 1 34 57.2975 3472.4 -6.55121e-05 0.00212965	337.383054178 -15.4892193436
3 15 13 35 1294.12 3484.34 -0.00104363 0.00192293	337.38209187 -15.3963537337
3 15 15 32 1509.87 3208.53 -0.00130712 0.00141351	337.403546783 -15.3801545928
3 15 15 32 1527.12 3232.22 -0.00162903 0.00275765	337.40170292 -15.3788600878
3 15 12 34 1156.68 3475.44 -0.00294867 6.02956e-05	337.382788076 -15.4066713015
3 15 12 32 1126.54 3227.58 -0.000464185 0.000196663	337.402077993 -15.4089311602
3 15 2 34 119.989 3467.39 0.000637449 0.0008233	337.38344272 -15.4845112114
3 15 19 34 1851.45 3466.11 0.00164171 -0.00228944	337.383497005 -15.3545193747
3 15 14 34 1353.2 3442.48 -0.000530579 0.000223552	337.385347649 -15.3919182809
3 15 9 33 892.061 3369.84 0.00107748 0.00912546	337.391014272 -15.4265366024
3 15 11 33 1062.02 3361.65 0.00142045 0.00133284	337.391646327 -15.4137765622
3 15 2 33 148.254 3293.44 4.51787e-05 6.0908e-05	337.39698567 -15.4823863512
3 15 1 33 86.8455 3330.88 1.35895e-05 -0.000416285	337.394072462 -15.4869984788
3 15 16 33 1544.1 3321.87 -0.00844259 -0.00178888	337.39472694 -15.3775868072
3 15 15 32 1475.09 3271.17 0.000543662 0.00399032	337.398673977 -15.3827662908
3 15 18 38 1803.25 3877.9 0.00230073 0.00199934	337.351461879 -15.3581416287
3 15 1 40 54.2192 4026.34 0.00133364 0.00182686	337.339922725 -15.4894553168
3 15 19 39 1851.32 3940.78 -0.00132082 0.00206787	337.34656977 -15.3545344285
3 16 12 1 1143.17 47.9621 0.00617643 0.00199258	337.320644592 -15.4076899976
3 16 9 1 859.919 53.3603 -0.00256235 0.00250507	337.320222358 -15.4289548496
3 16 6 2 580.03 137.188 -0.00381827 0.000389273	337.313695166 -15.449969358
3 16 1 2 79.4223 166.043 -0.00186471 -0.00720535	337.311444281 -15.4875612673
3 16 7 2 680.363 165.531 -0.00120759 0.000576688	337.311490126 -15.4424358013
3 16 16 3 1554.68 207.681 -0.000574291 -0.0040849	337.308220147 -15.3767996939
3 16 17 3 1661.95 290.498 -0.00122697 0.0013531	337.301777886 -15.3687478101
3 16 10 3 953.291 305.104 0.00437151 0.0028705	337.300630978 -15.4219438085
3 16 3 4 299.603 315.803 0.00350852 -0.00264665	337.299787368 -15.4710258648
3 16 14 4 1407.19 327.661 0.00115256 -0.000881481	337.298883035 -15.3878696436
3 16 6 4 596.101 384.278 0.000856501 -0.000702122	337.29446212 -15.4487614745
3 16 8 4 812.397 403.087 0.00756764 -0.000908766	337.293002451 -15.43252119
3 16 15 6 1483.31 511.888 -0.00278567 -0.00317034	337.284549932 -15.3821542378
3 16 16 6 1561.4 543.622 0.00934434 0.00305723	337.28208247 -15.3762924296
3 16 16 6 1559.64 565.786 0.000782407 0.000456798	337.280357956 -15.3764242712
3 16 7 6 712.105 600.294 -0.00344771 0.00273075	337.277650682 -15.4400494624
3 16 6 7 534.872 638.433 -0.000364395 0.00183619	337.274676972 -15.4533566665
3 16 7 7 681.814 643.026 0.0023814 -0.00419825	337.274323705 -15.4423233408
3 16 19 8 1860.21 734.833 0.0022624 -0.000777548	337.267212935 -15.3538626103
3 16 19 8 1894.08 813.808 0.00127447 -0.000979529	337.261069899 -15.3513193187
3 16 7 9 670.426 829.987 0.00107157 0.000715053	337.259770663 -15.44317595
3 16 10 9 967.538 846.941 0.00385217 -0.0025061	337.25846189 -15.4208683312
3 16 10 10 933.195 946.709 0.00530971 -0.00320873	337.250695744 -15.4234450674
3 16 15 11 1442.75 1095.91 0.00288002 0.00377149	337.23910593 -15.385189368
3 16 16 11 1582 1095.73 0.00484543 -0.00789538	337.23912569 -15.3747369634
3 16 11 12 1102.54 1146.33 0.000371091 -0.00157105	337.235167145 -15.4107275145
3 16 9 12 832.64 1152.97 0.00619597 -0.000772501	337.234637544 -15.4309907645
3 16 12 12 1137.64 1186.58 0.00345236 0.00307149	337.232036375 -15.4080915692
3 16 20 12 1975.41 1189.05 -0.0025643 -0.0100504	337.231880715 -15.3452075324
3 16 9 12 881.03 1223.81 -0.00043807 0.00517756	337.229126152 -15.4273561105
3 16 2 13 134.265 1253.26 0.00298532 -0.00273415	337.226795828 -15.483429714
3 16 3 13 206.67 1272.57 -0.00281203 -0.0058441	337.225295947 -15.4779918339
3 16 3 13 288.418 1282.54 0.00478384 0.00424777	337.224523871 -15.4718526585
3 16 9 13 885.203 1317.03 0.00283948 -0.00257988	337.221870698 -15.4270406742
3 16 5 14 430.852 1387.7 0.00164714 -0.00207409	337.216344428 -15.4611544016
3 16 8 14 818.52 1395.61 0.000594117 -0.0042897	337.215750676 -15.4320453977
3 16 6 15 534.201 1474.49 0.00114458 -0.00174587	337.209593817 -15.4533917229
3 16 4 16 376.725 1582.3 0.00228374 -0.000465946	337.201190917 -15.4652140193
3 16 13 16 1278.53 1605.13 0.00353416 -0.000646947	337.199471309 -15.3975038455
3 16 15 16 1501.43 1633 0.00216346 -0.00276856	337.197316198 -15.380770459
3 16 5 17 445.534 1669.76 0.00303566 -0.00224943	337.194386244 -15.4600445299
3 16 5 17 424.437 1703.38 0.00105388 -0.00390989	337.191767366 -15.4616277878
3 16 12 17 1192.99 1729.78 -0.00196285 -0.00315409	337.189764972 -15.4039216363
3 16 3 18 282.556 1754.68 0.0161021 -0.00315721	337.187763528 -15.4722807737
3 16 2 18 159.671 1808 -0.00046728 -0.00820142	337.183603276 -15.4815075808
3 16 17 20 1733.67 1989.13 0.00121618 -0.00106378	337.169620181 -15.3633256076
3 16 9 20 842.57 1998.02 0.00298195 -0.00130884	337.168861014 -15.4302215515
3 16 20 20 2001.79 2004.36 -0.00233638 -0.00295053	337.168453351 -15.3432010563
3 16 12 20 1189.9 2020.63 -0.00786221 0.00161438	337.167128483 -15.4041436038
3 16 2 21 147.723 2074.29 0.00101203 -0.001869	337.162867057 -15.4823962713
3 16 3 21 302.887 2145.69 -0.00336546 -0.00902839	337.157320178 -15.4707411571
3 16 5 21 453.332 2149.38 0.00343343 -0.00605626	337.157045604 -15.4594433415
3 16 5 22 494.523 2154.65 0.00632203 0.00249701	337.1566388 -15.4563499994
3 16 9 22 886.746 2184.11 0.00425775 -0.00248938	337.15437899 -15.4268978035
3 16 7 22 690.997 2189.01 0.000776619 -0.00359765	337.153980651 -15.4415954776
3 16 7 22 640.339 2200.97 0.00316177 -0.00280285	337.153045155 -15.4453988467
3 16 12 22 1153.74 2231.95 0.00226794 -0.0013012	337.150678194 -15.4068501342
3 16 4 23 394.661 2262.2 -0.000677419 -0.00162448	337.148256319 -15.463844969
3 16 8 23 767.42 2304.12 0.00497772 -0.0038651	337.145026217 -15.4358526013
3 16 11 23 1056.42 2338.53 0.00137813 -0.00312545	337.142373876 -15.4141522915
3 16 4 24 337.674 2380.88 0.00273334 -0.00710483	337.139010252 -15.4681198104
3 16 15 24 1508.56 2406.12 0.00151647 -0.00331908	337.137153898 -15.3802056528
3 16 4 24 384.595 2453.46 0.00389941 -0.00894869	337.13336325 -15.4645932573
3 16 16 25 1633.28 2510.22 0.00563206 0.000898687	337.129063873 -15.3708385565
3 16 8 25 732.91 2510.35 -0.00576958 -0.00320208	337.128967877 -15.4384352006
3 16 14 25 1424.08 2516.22 0.00558151 0.00190648	337.128577728 -15.3865424178
3 16 18 25 1838.58 2533.08 0.00364138 -0.00141851	337.127303221 -15.3554272029
3 16 10 26 986.341 2581.21 0.00304644 0.00015762	337.123476759 -15.4194031905
3 16 1 26 66.9114 2583.41 -0.000760777 -0.00344556	337.123212673 -15.4884457702
3 16 19 26 1907.36 2604.68 0.00130968 -0.00146369	337.12173796 -15.3502610878
3 16 13 26 1262.23 2615.17 0.000730404 0.00113422	337.120860832 -15.3986882651
3 16 20 26 1999.51 2619.78 0.00160371 -0.00339201	337.120571121 -15.3433438462
3 16 7 26 712.765 2621.02 -0.00140118 -0.00341967	337.120349812 -15.4399429244
3 16 15 26 1495.15 2636 0.00100176 -0.00162904	337.119262442 -15.3812014571
3 16 18 26 1763.08 2652.58 0.00212344 -0.00635019	337.117997604 -15.3610882975
3 16 7 27 698.237 2711.46 -0.00142869 -0.00419354	337.113307049 -15.4410296426
3 16 19 27 1890.93 2716.35 0.00053138 -0.00248888	337.113047234 -15.3514885018
3 16 15 28 1449.05 2789.36 -0.00373126 -0.00519979	337.107322171 -15.3846544417
3 16 17 28 1665.8 2861 0.000454336 -0.00238266	337.101768944 -15.3683795525
3 16 15 29 1444.64 2873.21 0.00126735 -0.00444564	337.100795636 -15.3849811044
3 16 17 29 1685.82 2940.04 -0.000119134 -0.00287319	337.095619879 -15.3668723891
3 16 10 29 933.012 2952.53 0.00157094 -0.00237414	337.094564764 -15.4233891231
3 16 1 29 49.7394 2960.44 0.000303948 -0.00414009	337.093847108 -15.4897182916
3 16 4 30 386.58 2984.37 0.000170378 -0.00339919	337.092022379 -15.4644198634
3 16 19 30 1905.11 3012.93 0.000633428 -0.00325974	337.089970362 -15.3504076586
3 16 7 30 691.752 3046.66 -0.00384738 -0.0014181	337.087208019 -15.4414999333
3 16 15 31 1501.97 3076.12 0.002037 -0.00337768	337.085009121 -15.380666057
3 16 18 31 1743.44 3109.25 0.00104748 -0.00174489	337.082457539 -15.3625373952
3 16 13 36 1311.09 3599 0.000465246 -0.00445064	337.044284737 -15.394964407
3 16 19 36 1847.23 3621.44 -0.00199196 -0.00441183	337.04260807 -15.3547135217
3 16 18 35 1802.35 3552.15 0.00711925 -0.00352919	337.047995199 -15.35808722
3 16 9 35 916.122 3550.12 0.000156622 -0.00339916	337.04803662 -15.424623205
3 16 18 35 1813.99 3525.14 0.00307136 -3.69563e-05	337.050098785 -15.3572152673
3 16 2 35 112.205 3540.29 0.000550917 -0.00383093	337.048691418 -15.4849958533
3 16 6 34 607.917 3471.59 -0.000842782 -0.00324594	337.054109537 -15.4477716012
3 16 2 34 137.088 3385.39 -0.00240053 -0.0063533	337.060759946 -15.4831358184
3 16 8 34 785.09 3449.97 0.000124264 -0.00346713	337.055816878 -15.4344684485
3 16 15 34 1489.21 3426.54 0.000911905 -0.00373459	337.057732674 -15.3816028784
3 16 3 34 294.303 3419.03 -0.00104935 -0.00336132	337.058160654 -15.4713265542
3 16 7 33 652.834 3333.35 0.000515758 -0.00336416	337.064880192 -15.4444066443
3 16 16 32 1635.7 3232.46 0.00858131 0.00445524	337.072856358 -15.3706177281
3 16 10 32 1005.54 3231.83 0.00347526 -0.00255259	337.072829391 -15.4179281244
3 16 10 32 997.684 3213.65 -0.000241379 -0.00170404	337.07424378 -15.4185190255
3 16 9 32 871.674 3197.09 0.00341805 -0.00254957	337.075517476 -15.4279815568
3 16 16 31 1603.75 3153.53 0.000695172 -0.00180793	337.078995769 -15.3730209101
3 16 18 31 1747.31 3137.75 0.0010583 -0.0014662	337.080239985 -15.3622451993
3 16 15 31 1475.07 3132.22 0.00180155 -0.00725728	337.080639634 -15.382682259
3 16 7 40 658.488 4048.6 -5.39862e-05 -0.00378288	337.00918169 -15.4439368935
3 16 6 32 520.094 3224.78 0.00382758 -0.00549888	337.073317481 -15.4543807722
3 16 14 32 1354.99 3251.72 -0.000467655 -4.70593e-05	337.071323937 -15.3916901511
3 16 5 32 447.5 3266.15 0.000895306 -0.00531423	337.070086694 -15.4598300728
3 17 11 1 1063.36 92.4674 -0.00188819 -0.00751436	336.988224577 -15.4135128122
3 17 11 2 1102.2 112.824 0.000692858 -0.000650902	336.98664564 -15.4105948214
3 17 1 2 66.0406 179.276 -0.000511411 -0.00596549	336.981301185 -15.4884213705
3 17 2 2 182.756 192.153 0.00425798 -0.00370613	336.98031493 -15.4796478406
3 17 1 3 98.996 217.91 0.00141809 -0.0052767	336.978295344 -15.4859406184
3 17 8 3 816.979 276.755 0.00172956 -0.00429429	336.973829037 -15.4319972066
3 17 9 4 834.677 350.775 0.00750917 -0.00393407	336.968066562 -15.4306617322
3 17 19 6 1890.03 591.934 0.00204133 -0.00194566	336.949465979 -15.3514029124
3 17 14 6 1405.76 592.162 0.00246173 -0.000978921	336.949369769 -15.3877625265
3 17 10 6 980.048 600.071 0.00220446 -0.00462411	336.948675543 -15.4197242943
3 17 17 6 1686.33 609.699 0.00118511 -0.00386798	336.948051739 -15.3666961421
3 17 19 7 1917.07 619.301 -0.000453405 -0.00229958	336.947339334 -15.3493700221
3 17 5 7 490.181 658.203 -0.000106244 -0.00489796	336.944054332 -15.4565077717
3 17 4 7 355.931 712.826 9.95354e-05 -0.00252907	336.93977351 -15.4665880724
3 17 5 8 504.269 768.298 0.000411801 -0.00573575	336.935479367 -15.4554397898
3 17 4 8 333.32 768.153 0.00225303 -0.00592003	336.935458329 -15.4682818676
3 17 3 9 205.482 847.656 0.00409566 -0.00399973	336.929239615 -15.4778800317
3 17 20 9 1980.53 901.921 0.00438308 -0.00354386	336.92534629 -15.3445786248
3 17 2 11 202.775 1050.71 0.0023025 -0.00548337	336.913415575 -15.4780650213
3 17 16 10 1627.62 993.437 0.00113902 -0.00645237	336.918162638 -15.3710697214
3 17 3 10 280.301 1005.66 -0.000885987 -0.00390441	336.916941199 -15.472243942
3 17 8 11 793.996 1031.76 0.000804932 -0.00553873	336.915011992 -15.4336569993
3 17 12 11 1224.83 1125.43 -0.000345093 -0.00581588	336.907805293 -15.4012992408
3 17 3 12 213.581 1129.15 0.00486041 -0.00293881	336.907304877 -15.4772459021
3 17 18 12 1791.84 1130.74 -0.000144035 -0.00239676	336.907500454 -15.3587263413
3 17 14 12 1338.81 1189.28 0.00308495 -0.00350447	336.902855675 -15.3927358022
3 17 1 12 79.8015 1196.59 0.00101577 -0.00594929	336.902022991 -15.4872929665
3 17 6 13 530.315 1241.61 0.00123319 -0.00582658	336.898606771 -15.4534411099
3 17 3 13 306.242 1252.6 0.000340721 -0.00597118	336.897703229 -15.4702725216
3 17 4 13 391.875 1259.08 0.00138869 -0.00549381	336.897216123 -15.4638386401
3 17 4 13 347.661 1263.12 0.00209058 -0.00540303	336.896892038 -15.467159819
3 17 6 13 608.83 1257.65 0.000185899 -0.00511706	336.897373859 -15.4475425592
3 17 7 13 658.76 1280.32 -4.68024e-05 -0.00571082	336.895618373 -15.4437905896
3 17 3 13 206.049 1310.74 0.00108397 -0.00404485	336.893151717 -15.4777952246
3 17 2 13 109.601 1304.27 0.00220119 -0.00698483	336.893636496 -15.4850434838
3 17 2 13 166.577 1311.83 0.00213538 -0.00640355	336.893058734 -15.4807611525
3 17 5 13 464.549 1324.36 0.00124303 -0.00566328	336.89214475 -15.4583734817
3 17 20 14 1974.34 1370.03 0.00242589 -0.00703211	336.888899453 -15.3449979803
3 17 2 15 117.129 1458.75 -0.000231589 -0.00622717	336.881597954 -15.4844633756
3 17 19 15 1856.51 1478.18 0.00404277 -0.00393458	336.880457697 -15.3538359895
3 17 8 15 756.482 1533.74 0.00179704 -0.00705737	336.875895248 -15.4364284135
