3 2 15 18 1457.09 1795.2 0.000131604 0.000415639	337.349177201 -15.8850869285
3 2 10 19 994.606 1877.16 -0.00259406 0.00187155	337.342783056 -15.9199358237
3 2 17 19 1739.91 1908.64 -0.0169911 0.00147936	337.34031701 -15.8637812006
3 2 8 19 793.206 1937.54 -0.00473337 -0.0072143	337.338068805 -15.9351151304
3 2 15 20 1456.5 1950.3 -0.000521777 -0.00048824	337.337065403 -15.8851312677
3 2 13 20 1286.49 1981.12 -0.0029251 -5.69266e-06	337.334659842 -15.8979404678
3 2 10 20 921.237 2008.33 -0.00156857 -0.00145598	337.332537601 -15.9254651663
3 2 2 21 161.364 2050.43 -0.00281515 0.000639337	337.329248009 -15.9827517272
3 2 11 21 1039.54 2054.09 -0.00157442 0.00020429	337.328962338 -15.9165492052
3 2 4 21 328.471 2058.24 0.000823865 -3.32416e-05	337.328639214 -15.9701506403
3 2 10 21 952.429 2094.98 0.00144924 0.000587722	337.325768725 -15.9231141284
3 2 12 21 1195.04 2134.68 -0.00366437 0.000394704	337.322667151 -15.904830929
3 2 9 22 913.08 2155.09 -0.00332469 0.000775301	337.321073269 -15.9260795954
3 2 19 22 1941.73 2220.33 -0.00660775 -0.00207031	337.315984471 -15.8485796386
3 2 4 23 359.799 2291.88 -0.00288861 -0.00141296	337.310381732 -15.9677881542
3 2 18 23 1763.1 2299.22 -0.00525269 -0.0047233	337.309822104 -15.8620337695
3 2 14 23 1364.96 2329.31 -0.000975992 0.00436706	337.307467439 -15.8920269954
3 2 3 25 265.484 2491.84 0.00178919 -0.00172487	337.294753124 -15.9748993863
3 2 11 25 1125.81 2529.28 -0.00306917 -0.0013114	337.291846408 -15.9100460135
3 2 1 25 100.726 2526.59 -0.0117601 0.00308493	337.29203147 -15.9873243003
3 2 14 27 1393.4 2741.6 -0.00707337 -0.00288527	337.275270243 -15.8898819902
3 2 18 28 1821.79 2767.82 -0.00520409 -0.00493225	337.273237675 -15.8576112512
3 2 9 28 884.476 2811.89 -0.00194795 -0.0001443	337.269764787 -15.9282319817
3 2 11 28 1035.9 2840.9 -0.00185487 -0.00107423	337.267503539 -15.9168194775
3 2 9 29 843.461 2925.31 -0.00218366 -0.000924632	337.260902795 -15.9313224949
3 2 20 30 2001.8 2971.14 -0.00206978 -0.00171847	337.25737299 -15.8440530706
3 2 20 30 1960.46 3002.15 -3.33119e-05 -0.00179291	337.254949729 -15.8471661844
3 2 9 30 826.335 3005.07 -0.00140292 -0.000879362	337.254670969 -15.9326126925
3 2 8 30 791.623 3018.01 -0.000691124 -0.00259466	337.253658532 -15.9352290253
3 2 20 30 1946.5 3019.53 -0.00723 -0.00082206	337.253592075 -15.8482174216
3 2 17 30 1651.73 3031.69 -0.00115209 -0.000852505	337.252627232 -15.870418946
3 2 4 30 340.899 3043.94 -0.00400274 -0.000107918	337.2516102 -15.9692094448
3 2 5 31 470.303 3094.25 -0.00254977 -0.00305405	337.247685876 -15.9594517592
3 2 8 31 751.351 3096.72 -0.000602772 -0.00290254	337.247507281 -15.938263969
3 2 17 31 1640.54 3099.24 0.00125421 -0.00620327	337.247352035 -15.8712613587
3 2 16 32 1627.12 3275.35 -0.00795098 -0.0033747	337.233599492 -15.8722708741
3 2 3 36 205.338 3662.34 -0.00316789 -0.000812419	337.20326902 -15.979426795
3 2 14 36 1342.31 3659.37 -0.0032188 -0.00727202	337.203590317 -15.8937232216
3 2 13 38 1270.39 3848.2 -0.000483776 -0.00338557	337.188835707 -15.8991399375
3 2 6 36 535.807 3587.55 -0.00403175 -0.00332793	337.209142244 -15.9545082842
3 2 7 32 689.689 3242.38 -0.00224185 -0.00228383	337.236123533 -15.9429108023
3 2 10 34 1020.33 3445.58 -0.00272181 -0.00572886	337.220268024 -15.917987355
3 2 18 33 1777.28 3317.78 -0.00262208 -0.00491639	337.230295711 -15.8609601514
3 2 15 34 1495.89 3419.97 -0.000120753 -0.00408314	337.222297893 -15.8821551908
3 2 20 33 2003.61 3376.68 -0.00304984 -0.00352921	337.225712935 -15.8439144887
3 2 5 33 436.855 3360.95 -0.00375765 -0.00311703	337.226842641 -15.9619713197
3 2 6 33 518.078 3312.52 -0.00338767 -0.001615	337.2306326 -15.9558477528
3 2 16 33 1603.87 3341.05 -0.00741252 -0.00106443	337.228467684 -15.874021687
3 2 8 33 809.703 3310.85 -0.00556239 -0.000554414	337.230780847 -15.9338635135
3 2 4 31 350.824 3166.15 -0.00317858 -0.00133598	337.242060187 -15.968460071
3 2 2 31 173.182 3167.32 -0.0048252 0.00101513	337.241957055 -15.9818563514
3 2 6 31 522.671 3119.54 -0.0033162 -0.00305371	337.245712541 -15.9555032153
3 2 4 40 318.273 4002.54 -0.00510483 -0.00574752	337.176690121 -15.9709061754
3 2 7 40 663.663 4002.34 -0.00529059 0.00403142	337.176740449 -15.9448644132
3 2 19 39 1940.55 3962.38 -0.00733597 -0.00908226	337.17997874 -15.8486591506
3 2 2 39 113.037 3958.24 -0.0044936 -0.00226697	337.180130306 -15.9863851569
3 2 8 39 804.759 3944.99 -0.0014305 -0.00284299	337.181234721 -15.9342291415
3 2 7 38 656.015 3817.53 -0.00438008 -0.00393378	337.191181023 -15.9454431723
3 2 20 38 1959.43 3817.8 0.00091191 -0.00211821	337.191269194 -15.8472384711
3 2 11 38 1100.06 3879.29 -0.00237796 -0.00474015	337.186393075 -15.9119741569
3 3 19 1 1895.03 61.0478 -0.00178311 -0.00616214	337.154613733 -15.8520845224
3 3 11 1 1028.57 93.5343 -0.00183986 -0.00255613	337.151989635 -15.9173617468
3 3 2 3 130.186 241.749 -0.00144187 -0.00322183	337.14030492 -15.9850932592
3 3 11 3 1053.37 240.957 0.00177932 -0.00391308	337.140473161 -15.9154903518
3 3 17 3 1685.56 261.09 -0.00556018 -0.00384694	337.138972507 -15.8678579877
3 3 1 4 83.2558 311.73 -0.00177648 -0.00439103	337.134828453 -15.9886320626
3 3 2 4 110.588 323.923 -0.00225759 -0.00261968	337.133877787 -15.9865702381
3 3 3 4 286.935 374.343 -0.00392446 -0.00305791	337.12995466 -15.9732690624
3 3 1 4 102.151 382.628 -0.00344315 -0.00293147	337.129286774 -15.9872057057
3 3 13 5 1272.8 444.061 -0.00163881 -0.00529619	337.124632266 -15.8989510049
3 3 4 5 348.094 481.846 -0.0010028 -0.000529122	337.12155762 -15.9686550572
3 3 6 5 611.054 484.525 -0.0025991 -0.00365235	337.121381903 -15.9488272152
3 3 19 5 1888.47 486.965 -0.0043147 -0.00581072	337.121353083 -15.8525699874
3 3 10 5 939.237 496.249 0.000850939 -0.00411119	337.120510085 -15.9240877282
3 3 18 7 1824.24 620.41 -0.00321056 -0.00923021	337.110925476 -15.8574045035
3 3 14 7 1352.7 646.25 -0.00143307 -0.00698744	337.10884783 -15.8929264121
3 3 2 7 155.587 684.493 -0.00170816 -0.000794208	337.105690862 -15.98317
3 3 16 8 1607.07 731.28 -0.00308679 -0.00816323	337.102240344 -15.8737603444
3 3 15 8 1462.02 760.732 -0.00358087 -0.00653567	337.099920252 -15.8846872017
3 3 19 9 1926.74 845.58 -0.00282106 -0.00914776	337.093353618 -15.8496787427
3 3 7 9 633.319 858.317 -0.000986697 -0.00830952	337.092170075 -15.9471412425
3 3 2 9 146.05 876.31 -0.000513348 -0.00357466	337.090692463 -15.9838856597
3 3 5 9 411.069 895.252 -0.00106412 -0.00278124	337.089249357 -15.9638982462
3 3 14 9 1387.2 884.843 -0.00126442 -0.00575871	337.090214619 -15.8903213794
3 3 5 9 458.834 901.349 -0.00183165 -0.00196461	337.088779937 -15.9602963238
3 3 19 10 1932.46 930.38 -0.00172598 -0.0076615	337.086732485 -15.8492456033
3 3 13 10 1325.66 941.387 -0.00298477 -0.00759456	337.085788159 -15.8949568778
3 3 10 10 921.588 947.314 -0.000942133 -0.00570048	337.085260683 -15.9254084477
3 3 10 10 946.573 961.298 -0.00391086 -0.00741402	337.084172014 -15.923524904
3 3 17 10 1642.33 999.729 -0.00187904 -0.00519556	337.081278388 -15.8710972485
3 3 15 10 1502.27 1007.93 0.000678971 -0.00685425	337.080617193 -15.8816485385
3 3 16 10 1563.01 1021.34 -0.000302273 -0.00692348	337.079578865 -15.8770721513
3 3 10 11 971.015 1066.23 -0.00115632 -0.00596673	337.075976689 -15.9216801323
3 3 16 12 1561.67 1145.64 -0.00263497 -0.00716713	337.069869866 -15.877169672
3 3 11 12 1043.88 1179.88 -0.00159105 -0.00131615	337.0671088 -15.9161854339
3 3 17 13 1694.86 1297.34 -0.00271782 -0.00624961	337.05804202 -15.8671315253
3 3 19 14 1878.88 1348.58 -0.0030903 -0.00918483	337.054068022 -15.8532685241
3 3 16 14 1632.11 1371.75 -0.0035227 -0.00853497	337.052220227 -15.8718563483
3 3 19 14 1886.02 1385.84 -0.00269654 -0.00979911	337.051159289 -15.8527295277
3 3 10 14 1023.24 1411.7 -0.00226011 -0.00462588	337.048991213 -15.9177348483
3 3 11 14 1062.93 1418.86 -0.00356572 -0.0055011	337.048439139 -15.9147432405
3 3 10 15 996.241 1434.55 -0.00109664 -0.00657235	337.047200656 -15.9197691677
3 3 13 15 1236.79 1440.43 -0.00294162 -0.00553565	337.046786038 -15.901640034
3 3 17 15 1687.24 1450.63 -0.00767385 -0.00734629	337.046068267 -15.8677007586
3 3 14 15 1356.39 1462.63 -0.00288435 -0.00838495	337.045073509 -15.8926270143
3 3 18 15 1746.17 1529.55 -0.00372214 -0.00797157	337.039913979 -15.8632589693
3 3 17 16 1640.46 1552.06 -0.000602884 -0.00943241	337.038138008 -15.8712215787
3 3 11 16 1063.63 1579.9 0.000993299 -0.00622647	337.035855878 -15.9146858676
3 3 13 16 1240.77 1598.53 -0.00558871 -0.00582321	337.034434538 -15.9013353923
3 3 16 16 1537.44 1636.62 -0.0053017 -0.00856483	337.031514562 -15.8789801572
3 3 2 17 171.889 1705.19 -0.0010454 -0.0052772	337.025889879 -15.9819177775
3 3 19 18 1843.77 1787.98 0.00211489 -0.00469176	337.019746213 -15.8558980585
3 3 14 18 1363.24 1818.25 -0.000715646 -0.00835226	337.017292024 -15.8920996134
3 3 15 19 1526.98 1844.32 -0.0036867 -0.00863267	337.015287541 -15.8797612541
3 3 14 19 1381.8 1893.88 -0.0021822 -0.00809209	337.011386922 -15.8906985381
3 3 2 19 119.411 1890.85 -0.000126737 -0.0028141	337.011363023 -15.9858713739
3 3 13 19 1229.85 1903.75 -0.00283859 -0.00651276	337.010584509 -15.9021486269
3 3 8 20 746.268 1946.33 -0.00351075 -0.00396586	337.007153907 -15.938597657
3 3 9 20 848.863 1975.12 -0.00188755 -0.0051104	337.004925813 -15.9308623653
3 3 6 20 598.238 1973.95 -0.00215189 -0.00109924	337.004963227 -15.9497576698
3 3 16 21 1558.44 2059.8 5.78602e-05 -0.00875174	336.998460132 -15.8773832956
3 3 6 21 576.717 2053.43 -0.00386793 -0.00458967	336.998745457 -15.9513780268
3 3 9 21 829.223 2062.93 -0.00228318 -0.00634904	336.99805835 -15.9323401912
3 3 6 21 524.111 2105.49 -0.00599096 -0.00328151	336.994664164 -15.9553431938
3 3 18 21 1740.85 2097.53 -0.00390994 -0.0084869	336.995548878 -15.8636394218
3 3 7 22 685.733 2162.13 -0.000213054 -0.00403322	336.990272276 -15.9431549726
3 3 5 22 431.778 2205.9 -0.00447153 -0.00403424	336.986793681 -15.9623029851
3 3 7 22 707.419 2250.22 -0.000977135 -0.00537085	336.983391122 -15.9415171572
3 3 11 23 1033.33 2274.83 -0.00124392 -0.00604302	336.981542914 -15.9169474635
3 3 10 23 1021.2 2314.2 0.0028355 -0.0106788	336.978463079 -15.9178604161
3 3 5 23 443.555 2338.3 -0.00251382 -0.00305538	336.976444471 -15.9614108298
3 3 5 24 489.017 2370.33 -0.00221796 -0.0028229	336.973950598 -15.9579814749
3 3 1 24 71.4485 2375.32 0.000944374 -0.00188743	336.973467272 -15.989476087
3 3 16 24 1637.22 2413 -0.00380797 -0.00819273	336.970882477 -15.8714342837
3 3 5 25 502.342 2464.2 -0.00118643 0.00301563	336.966614291 -15.9569736766
3 3 6 25 575.22 2514.97 -0.000498454 -0.00674275	336.962662156 -15.951476473
3 3 16 25 1554.92 2521.12 -0.00311816 -0.00895964	336.962416543 -15.8776307855
3 3 3 25 299.322 2525.15 -0.000428979 9.98149e-05	336.961800669 -15.9722828993
3 3 9 25 849.779 2547.11 -0.00251235 -0.00453308	336.960216525 -15.9307744675
3 3 5 26 450.041 2562.92 -0.00172578 -0.00197406	336.958882804 -15.9609146507
3 3 13 26 1325.39 2563.51 -0.003199 -0.00657245	336.959050666 -15.8949250454
3 3 6 26 543.986 2608.48 -0.00717344 -0.00119723	336.955343182 -15.9538286715
3 3 11 27 1042.74 2670.46 -0.00303197 -0.00482831	336.950622275 -15.9162240456
3 3 12 27 1191.04 2686.91 -0.00211169 -0.00552354	336.949373574 -15.9050455485
3 3 8 27 790.09 2691.39 0.00143273 -0.00598935	336.94892227 -15.9352694302
3 3 13 27 1265.5 2730.58 -0.00145856 -0.00534164	336.945978883 -15.8994320174
3 3 17 27 1687.01 2735.77 -0.00648795 -0.0115315	336.945674373 -15.8676696113
3 3 18 27 1780.87 2742.62 -0.00166503 -0.00706034	336.945160294 -15.8605979624
3 3 3 29 265.561 2902.79 -0.00137244 -0.00114807	336.932258258 -15.9748174496
3 3 3 30 287.357 3062.65 -0.000324187 -0.00159454	336.919759992 -15.9731681856
3 3 12 31 1146.28 3075.73 -0.00228876 -0.00313539	336.918968322 -15.9084039026
3 3 2 31 177.569 3083.08 0.00111961 -0.00184388	336.918133643 -15.9814490642
3 3 13 40 1249.59 4017.89 0.00086952 -0.00312915	336.845323099 -15.900575922
3 3 19 39 1867.92 3894.87 -0.00337094 -0.00342399	336.855124368 -15.853983774
3 3 20 38 1989.04 3819.82 -0.000237385 -0.00523051	336.86102358 -15.8448624356
3 3 19 34 1874.66 3421.6 0.000345577 -0.00806628	336.892122767 -15.8535002101
3 3 16 34 1618.31 3394.15 -0.00136325 -0.00546318	336.894202804 -15.8728163208
3 3 8 34 765.931 3431.28 -0.00204037 -0.00378319	336.891059479 -15.9370635828
3 3 13 33 1286.45 3347.52 0.00176338 -0.00763959	336.897758007 -15.8978276173
3 3 16 33 1596.88 3348.13 -0.00385394 -0.0091995	336.897794512 -15.8744332628
3 3 17 37 1724.68 3703.8 0.00169113 -0.00764432	336.870024215 -15.8647862901
