1 708.988 71.8985
1 227.979 104.903
1 130.045 125.834
1 980.628 167.65
1 1260.31 273.957
1 714.555 308.225
1 1098.9 326.411
1 1068.38 320.72
1 412.349 335.607
1 741.745 354.058
1 1072.67 360.068
1 1086.84 370.25
1 1365.97 422.756
1 907.494 496.959
1 1051.37 498.013
1 186.476 548.364
1 168.351 621.904
1 256.163 636.084
1 97.6156 660.904
1 1298.72 793.026
1 1995.21 803.117
1 760.505 898.559
1 1839.36 921.501
1 1577.41 938.315
1 1813.43 1137.5
1 1805.39 1264
1 1169.45 1289.36
1 352.608 1384.56
1 1970.68 1472.79
1 1879.01 1486.5
1 163.39 1490.21
1 1957.17 1499.69
1 1847.89 1510.96
1 1371.24 1567.88
1 333.819 1579.33
1 243.998 1585.97
1 259.7 1764.36
1 395.849 1779.25
1 758.239 1822.19
1 1655.18 1857.85
1 201.82 1877.36
1 1332.09 1914.95
1 130.754 1916.47
1 196.782 1922.59
1 304.882 1925.66
1 557.92 1929.14
1 168.501 1952.56
1 209.752 1960.58
1 572.63 1963.56
1 1511.32 2058.08
1 1802.07 2065.02
1 517.561 2079.88
1 1635.18 2090.19
1 173.166 2092.62
1 1904.44 2103.83
1 1621.73 2172.98
1 1584.57 2179.64
1 1916.06 2196.27
1 1907.68 2226.31
1 1123.16 2231.82
1 1049.28 2276.19
1 125.916 2453.3
1 1667.12 2507.51
1 378.068 2564.23
1 1783.68 2618.17
1 1584.37 2661.86
1 1157.06 2670.27
1 1518.92 2755.16
1 1890.15 2770.69
1 1130.74 2828.21
1 1691 2821.83
1 1758.2 2833.26
1 852.817 2937.15
1 1816.68 2964.81
1 827.819 2982.02
1 236.233 3027.14
1 596.196 3546.75
1 91.3112 3528.35
1 1996.5 3626.01
1 1384.69 3797.91
1 1785.51 3694.28
1 1810.08 3703.84
1 1441.47 3702.54
1 1877.36 3410.01
1 200.063 3649.75
1 1722.87 3494.61
1 868.265 3382.41
1 1272.24 3550.31
1 822.766 3494.5
1 1454.02 3751.79
1 1506.09 3412.86
1 954.131 3231.84
1 1885.94 3255.71
1 506.332 3200.03
1 974.408 3884.73
1 902.801 4028.89
1 752.135 3879.84
1 659.07 3139.56
1 1796.64 3275.01
1 744.046 3990.41
1 511.769 4016.86
1 287.456 3965.09
1 131.204 3889.37
2 698.749 155.808
2 956.887 258.878
2 935.716 266.593
2 808.616 280.314
2 715.395 309.193
2 112.177 310.311
2 1922.24 387.146
2 712.126 413.717
2 784.007 411.826
2 1076.05 421.618
2 390.253 441.685
2 1026.58 478.528
2 1143.06 525.802
2 66.3438 554.044
2 1311.13 558.233
2 520.909 640.072
2 70.1934 678.767
2 926.935 692.068
2 1325.11 706.68
2 721.807 740.366
2 1890.67 754.822
2 905.777 775.09
2 576.031 793.001
2 914.518 837.143
2 472.73 884.733
2 1056.22 903.281
2 1069.78 991.949
2 662.15 1034.6
2 264.299 1101.44
2 666.342 1107.13
2 1897.88 1142.12
2 1103.16 1176.3
2 1424.35 1195.17
2 1831.97 1229.09
2 1897.67 1254.53
2 362.282 1306.2
2 1200.88 1312.09
2 427.395 1313.26
2 1394.47 1319.08
2 884.648 1345.67
2 1353.42 1373.13
2 1186.65 1418.62
2 1133.63 1453.39
2 1266.58 1520.39
2 1181.63 1531.99
2 1001.77 1557.72
2 1353.14 1567.4
2 57.3674 1567.84
2 1982.08 1711.47
2 228.892 1755.49
2 1457.09 1795.2
2 994.606 1877.16
2 1739.91 1908.64
2 793.206 1937.54
2 1456.5 1950.3
2 1286.49 1981.12
2 921.237 2008.33
2 161.364 2050.43
2 1039.54 2054.09
2 328.471 2058.24
2 952.429 2094.98
2 1195.04 2134.68
2 913.08 2155.09
2 1941.73 2220.33
2 359.799 2291.88
2 1763.1 2299.22
2 1364.96 2329.31
2 265.484 2491.84
2 1125.81 2529.28
2 100.726 2526.59
2 1393.4 2741.6
2 1821.79 2767.82
2 884.476 2811.89
2 1035.9 2840.9
2 843.461 2925.31
2 2001.8 2971.14
2 1960.46 3002.15
2 826.335 3005.07
2 791.623 3018.01
2 1946.5 3019.53
2 1651.73 3031.69
2 340.899 3043.94
2 470.303 3094.25
2 751.351 3096.72
2 1640.54 3099.24
2 1627.12 3275.35
2 205.338 3662.34
2 1342.31 3659.37
2 1270.39 3848.2
2 535.807 3587.55
2 689.689 3242.38
2 1020.33 3445.58
2 1777.28 3317.78
2 1495.89 3419.97
2 2003.61 3376.68
2 436.855 3360.95
2 518.078 3312.52
2 1603.87 3341.05
2 809.703 3310.85
2 350.824 3166.15
2 173.182 3167.32
2 522.671 3119.54
2 318.273 4002.54
2 663.663 4002.34
2 1940.55 3962.38
2 113.037 3958.24
2 804.759 3944.99
2 656.015 3817.53
2 1959.43 3817.8
2 1100.06 3879.29
3 1895.03 61.0478
3 1028.57 93.5343
3 130.186 241.749
3 1053.37 240.957
3 1685.56 261.09
