    0.00516         5
    0.00521        10
    0.00526        29
    0.00531        57
    0.00536        84
    0.00541       146
    0.00546       204
    0.00551       320
    0.00556       319
    0.00561       311
    0.00566       213
    0.00571       174
    0.00576        74
    0.00581        37
    0.00586        17
