   0.529506E-02    1329    2001
   0.792340E-02    1320    4001
   0.833239E-02    1353    6001
   0.842496E-02    1353    8001
   0.787359E-02    1325   10001
   0.788927E-02    1358   12001
   0.745147E-02    1311   14001
   0.754592E-02    1365   16001
   0.711025E-02    1365   18001
   0.388730E-02    1363   20001
   0.813205E-02    1347   22001
   0.783411E-02    1327   24001
   0.745685E-02    1291   26001
   0.730957E-02    1284   28001
   0.185980E-02    1334   30001
   0.765494E-02    1349   32001
   0.791205E-02    1336   34001
   0.691991E-02    1309   36001
   0.764307E-02    1363   38001
   0.788389E-02    1288   40001
   0.818169E-02    1352   42001
   0.776563E-02    1325   44001
   0.822598E-02    1311   46001
   0.749537E-02    1340   48001
   0.821951E-02    1340   50001
   0.848975E-02    1343   52001
   0.666474E-02    1316   54001
   0.810507E-02    1313   56001
   0.850528E-02    1320   58001
   0.863781E-02    1315   60001
   0.765686E-02    1344   62001
   0.789526E-02    1320   64001
   0.802460E-02    1351   66001
   0.756279E-02    1328   68001
   0.833940E-02    1315   70001
   0.838800E-02    1320   72001
   0.784803E-02    1347   74001
   0.859576E-02    1335   76001
   0.825411E-02    1317   78001
   0.767651E-02    1311   80001
   0.767947E-02    1308   82001
   0.746397E-02    1315   84001
   0.702439E-02    1304   86001
   0.775063E-02    1342   88001
   0.834457E-02    1342   90001
   0.812338E-02    1357   92001
   0.836144E-02    1329   94001
   0.825335E-02    1309   96001
   0.677090E-02    1314   98001
   0.743779E-02    1323  100001
   0.482768E-02    1318  102001
   0.809204E-02    1320  104001
   0.768269E-02    1335  106001
   0.786677E-02    1300  108001
   0.805479E-02    1353  110001
   0.825639E-02    1366  112001
   0.765843E-02    1345  114001
   0.801902E-02    1314  116001
   0.805421E-02    1335  118001
   0.651891E-02    1337  120001
   0.831027E-02    1357  122001
   0.821622E-02    1329  124001
   0.769658E-02    1354  126001
   0.740048E-02    1355  128001
   0.730990E-02    1324  130001
   0.804890E-02    1373  132001
   0.754963E-02    1346  134001
   0.804663E-02    1372  136001
   0.828475E-02    1327  138001
   0.866885E-02    1329  140001
   0.801080E-02    1360  142001
   0.774417E-02    1347  144001
   0.799289E-02    1333  146001
   0.796151E-02    1339  148001
   0.738839E-02    1335  150001
   0.786935E-02    1340  152001
   0.769371E-02    1328  154001
   0.804747E-02    1333  156001
   0.320828E-02    1339  158001
   0.882502E-02    1364  160001
   0.763247E-02    1347  162001
   0.759340E-02    1324  164001
   0.325353E-02    1309  166001
   0.788560E-02    1310  168001
   0.844208E-02    1288  170001
   0.805070E-02    1320  172001
   0.619843E-02    1337  174001
   0.775062E-02    1320  176001
   0.881014E-02    1392  178001
   0.733166E-02    1321  180001
   0.825167E-02    1325  182001
   0.814420E-02    1285  184001
   0.779125E-02    1333  186001
   0.846739E-02    1336  188001
   0.753913E-02    1343  190001
   0.476803E-02    1303  192001
   0.143909E-02    1319  194001
   0.857273E-02    1319  196001
   0.649163E-02    1332  198001
   0.830855E-02    1324  200001
   0.853486E-02    1272  202001
   0.748139E-02    1322  204001
   0.808285E-02    1355  206001
   0.724017E-02    1339  208001
   0.825380E-02    1317  210001
   0.683355E-02    1326  212001
   0.827342E-02    1347  214001
   0.814813E-02    1365  216001
   0.839262E-02    1344  218001
   0.811226E-02    1348  220001
   0.745375E-02    1325  222001
   0.752680E-02    1328  224001
   0.740889E-02    1355  226001
   0.838517E-02    1317  228001
   0.770127E-02    1299  230001
   0.761247E-02    1329  232001
   0.734766E-02    1336  234001
   0.741870E-02    1356  236001
   0.805572E-02    1314  238001
   0.776591E-02    1311  240001
   0.849097E-02    1356  242001
   0.779197E-02    1308  244001
   0.693283E-02    1310  246001
   0.838509E-02    1354  248001
   0.820763E-02    1400  250001
   0.815549E-02    1309  252001
   0.802846E-02    1321  254001
   0.714002E-02    1338  256001
   0.837474E-02    1339  258001
   0.811967E-02    1315  260001
   0.780559E-02    1317  262001
   0.808870E-02    1326  264001
   0.760558E-02    1384  266001
   0.804070E-02    1351  268001
   0.820540E-02    1354  270001
   0.844858E-02    1323  272001
   0.805159E-02    1356  274001
   0.837477E-02    1327  276001
   0.529956E-02    1351  278001
   0.813723E-02    1332  280001
   0.776297E-02    1325  282001
   0.769004E-02    1341  284001
   0.792760E-02    1302  286001
   0.814982E-02    1339  288001
   0.762315E-02    1354  290001
   0.714974E-02    1334  292001
   0.698904E-02    1289  294001
   0.751063E-02    1335  296001
   0.791154E-02    1336  298001
   0.811869E-02    1343  300001
   0.711372E-02    1357  302001
   0.803181E-02    1368  304001
   0.851486E-02    1345  306001
   0.738294E-02    1333  308001
   0.817026E-02    1317  310001
   0.786027E-02    1324  312001
   0.845915E-02    1346  314001
   0.703859E-02    1309  316001
   0.509448E-02    1369  318001
   0.797072E-02    1340  320001
   0.626943E-02    1314  322001
   0.808293E-02    1295  324001
   0.769372E-02    1332  326001
   0.531672E-02    1342  328001
   0.738301E-02    1325  330001
   0.861998E-02    1348  332001
   0.748515E-02    1368  334001
   0.782649E-02    1345  336001
   0.794094E-02    1340  338001
   0.826694E-02    1316  340001
   0.534621E-02    1331  342001
   0.844642E-02    1329  344001
   0.399027E-02    1342  346001
   0.793839E-02    1353  348001
   0.766428E-02    1346  350001
   0.769327E-02    1346  352001
   0.839241E-02    1346  354001
   0.841742E-02    1344  356001
   0.733545E-02    1331  358001
   0.880642E-02    1355  360001
   0.761605E-02    1329  362001
   0.751759E-02    1306  364001
   0.857581E-02    1309  366001
   0.845373E-02    1306  368001
   0.708309E-02    1305  370001
   0.742474E-02    1318  372001
   0.667977E-02    1333  374001
   0.800320E-02    1313  376001
   0.783690E-02    1323  378001
   0.739362E-02    1294  380001
   0.719036E-02    1374  382001
   0.684271E-02    1351  384001
   0.820772E-02    1371  386001
   0.798535E-02    1329  388001
   0.819685E-02    1347  390001
   0.737284E-02    1339  392001
   0.870154E-02    1301  394001
   0.655299E-02    1294  396001
   0.838389E-02    1315  398001
   0.817933E-02    1338  400001
   0.801133E-02    1320  402001
   0.866488E-02    1319  404001
   0.807385E-02    1311  406001
   0.739815E-02    1332  408001
   0.753801E-02    1350  410001
   0.760962E-02    1337  412001
   0.829941E-02    1319  414001
   0.739631E-02    1331  416001
   0.861114E-02    1354  418001
   0.708247E-02    1332  420001
   0.820394E-02    1324  422001
   0.818827E-02    1348  424001
   0.751185E-02    1344  426001
   0.774652E-02    1344  428001
   0.459595E-02    1367  430001
   0.797079E-02    1302  432001
   0.871877E-02    1316  434001
   0.842772E-02    1352  436001
   0.811234E-02    1344  438001
   0.879296E-02    1319  440001
   0.494972E-02    1337  442001
   0.724094E-02    1323  444001
   0.821753E-02    1329  446001
   0.454694E-02    1324  448001
   0.698076E-02    1328  450001
   0.751913E-02    1329  452001
   0.736397E-02    1326  454001
   0.741804E-02    1316  456001
   0.486580E-02    1343  458001
   0.755791E-02    1327  460001
   0.720811E-02    1340  462001
   0.281002E-02    1334  464001
   0.794280E-02    1347  466001
   0.835141E-02    1365  468001
   0.849153E-02    1351  470001
   0.819844E-02    1350  472001
   0.831735E-02    1355  474001
   0.802018E-02    1290  476001
   0.819353E-02    1346  478001
   0.750390E-02    1348  480001
   0.744280E-02    1332  482001
   0.802450E-02    1336  484001
   0.801134E-02    1342  486001
   0.835400E-02    1318  488001
   0.747062E-02    1332  490001
   0.810978E-02    1324  492001
   0.780619E-02    1354  494001
   0.779028E-02    1347  496001
   0.780890E-02    1330  498001
   0.771838E-02    1311  500001
   0.779648E-02    1367  502001
   0.551195E-02    1338  504001
   0.797321E-02    1331  506001
   0.787738E-02    1307  508001
   0.782332E-02    1338  510001
   0.842014E-02    1332  512001
   0.825674E-02    1360  514001
   0.744576E-02    1339  516001
   0.856532E-02    1324  518001
   0.769010E-02    1330  520001
   0.835770E-02    1357  522001
   0.554124E-02    1341  524001
   0.802261E-02    1353  526001
   0.767051E-02    1325  528001
   0.767059E-02    1338  530001
   0.849160E-02    1363  532001
   0.746374E-02    1356  534001
   0.805983E-02    1377  536001
   0.409907E-02    1361  538001
   0.728655E-02    1310  540001
   0.813558E-02    1349  542001
   0.750962E-02    1351  544001
   0.835146E-02    1329  546001
   0.817514E-02    1324  548001
   0.752541E-02    1335  550001
   0.838199E-02    1305  552001
   0.814731E-02    1359  554001
   0.859474E-02    1347  556001
   0.586251E-02    1303  558001
   0.842882E-02    1345  560001
   0.527698E-02    1329  562001
   0.780891E-02    1312  564001
   0.739694E-02    1386  566001
   0.542035E-02    1299  568001
   0.836712E-02    1326  570001
   0.808535E-02    1329  572001
   0.647708E-02    1329  574001
   0.792543E-02    1347  576001
   0.825713E-02    1356  578001
   0.405471E-02    1337  580001
   0.795768E-02    1341  582001
   0.814072E-02    1341  584001
   0.528100E-02    1347  586001
   0.839662E-02    1350  588001
   0.809387E-02    1357  590001
   0.872380E-02    1325  592001
   0.764106E-02    1321  594001
   0.811341E-02    1347  596001
   0.828836E-02    1322  598001
   0.692683E-02    1305  600001
   0.734681E-02    1313  602001
   0.342630E-02    1343  604001
   0.826072E-02    1354  606001
   0.871016E-02    1338  608001
   0.889087E-02    1346  610001
   0.836122E-02    1359  612001
   0.740514E-02    1302  614001
   0.818278E-02    1341  616001
