   0.551907E-02    1329    2001
   0.580600E-02    1320    4001
   0.554185E-02    1353    6001
   0.581496E-02    1353    8001
   0.573196E-02    1325   10001
   0.564435E-02    1358   12001
   0.559069E-02    1311   14001
   0.555536E-02    1365   16001
   0.547223E-02    1365   18001
   0.557752E-02    1363   20001
   0.560669E-02    1347   22001
   0.561364E-02    1327   24001
   0.527573E-02    1291   26001
   0.553319E-02    1284   28001
   0.513820E-02    1334   30001
   0.567263E-02    1349   32001
   0.561321E-02    1336   34001
   0.523081E-02    1309   36001
   0.542463E-02    1363   38001
   0.564201E-02    1288   40001
   0.549865E-02    1352   42001
   0.555867E-02    1325   44001
   0.562375E-02    1311   46001
   0.553468E-02    1340   48001
   0.577769E-02    1340   50001
   0.556166E-02    1343   52001
   0.530395E-02    1316   54001
   0.555672E-02    1313   56001
   0.543133E-02    1320   58001
   0.556514E-02    1315   60001
   0.570435E-02    1344   62001
   0.558361E-02    1320   64001
   0.572142E-02    1351   66001
   0.562388E-02    1328   68001
   0.545095E-02    1315   70001
   0.560183E-02    1320   72001
   0.538082E-02    1347   74001
   0.555774E-02    1335   76001
   0.567151E-02    1317   78001
   0.541362E-02    1311   80001
   0.530810E-02    1308   82001
   0.573478E-02    1315   84001
   0.561821E-02    1304   86001
   0.545189E-02    1342   88001
   0.573823E-02    1342   90001
   0.546494E-02    1357   92001
   0.584120E-02    1329   94001
   0.574231E-02    1309   96001
   0.540846E-02    1314   98001
   0.545501E-02    1323  100001
   0.572187E-02    1318  102001
   0.565870E-02    1320  104001
   0.572162E-02    1335  106001
   0.551083E-02    1300  108001
   0.536315E-02    1353  110001
   0.560061E-02    1366  112001
   0.554644E-02    1345  114001
   0.553174E-02    1314  116001
   0.552393E-02    1335  118001
   0.560397E-02    1337  120001
   0.561216E-02    1357  122001
   0.559097E-02    1329  124001
   0.574185E-02    1354  126001
   0.552566E-02    1355  128001
   0.534980E-02    1324  130001
   0.546946E-02    1373  132001
   0.549302E-02    1346  134001
   0.525321E-02    1372  136001
   0.560040E-02    1327  138001
   0.578044E-02    1329  140001
   0.558548E-02    1360  142001
   0.564462E-02    1347  144001
   0.567453E-02    1333  146001
   0.552643E-02    1339  148001
   0.541913E-02    1335  150001
   0.562032E-02    1340  152001
   0.554261E-02    1328  154001
   0.550143E-02    1333  156001
   0.534037E-02    1339  158001
   0.561097E-02    1364  160001
   0.560364E-02    1347  162001
   0.554951E-02    1324  164001
   0.573955E-02    1309  166001
   0.547381E-02    1310  168001
   0.557544E-02    1288  170001
   0.549567E-02    1320  172001
   0.554323E-02    1337  174001
   0.524868E-02    1320  176001
   0.574493E-02    1392  178001
   0.562045E-02    1321  180001
   0.571682E-02    1325  182001
   0.555469E-02    1285  184001
   0.568974E-02    1333  186001
   0.564493E-02    1336  188001
   0.533779E-02    1343  190001
   0.552051E-02    1303  192001
   0.534854E-02    1319  194001
   0.559224E-02    1319  196001
   0.548747E-02    1332  198001
   0.556708E-02    1324  200001
   0.551684E-02    1272  202001
   0.582835E-02    1322  204001
   0.565501E-02    1355  206001
   0.556650E-02    1339  208001
   0.545503E-02    1317  210001
   0.544733E-02    1326  212001
   0.580054E-02    1347  214001
   0.565642E-02    1365  216001
   0.545886E-02    1344  218001
   0.573334E-02    1348  220001
   0.560503E-02    1325  222001
   0.540232E-02    1328  224001
   0.557142E-02    1355  226001
   0.533724E-02    1317  228001
   0.556924E-02    1299  230001
   0.542857E-02    1329  232001
   0.555653E-02    1336  234001
   0.570654E-02    1356  236001
   0.542491E-02    1314  238001
   0.570744E-02    1311  240001
   0.553220E-02    1356  242001
   0.554435E-02    1308  244001
   0.570560E-02    1310  246001
   0.559699E-02    1354  248001
   0.548300E-02    1400  250001
   0.540695E-02    1309  252001
   0.562065E-02    1321  254001
   0.560154E-02    1338  256001
   0.538590E-02    1339  258001
   0.550910E-02    1315  260001
   0.588351E-02    1317  262001
   0.549100E-02    1326  264001
   0.539749E-02    1384  266001
   0.534500E-02    1351  268001
