0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
0 0 2047 4095
