   0.157433E+04   0.958344E+02  -0.456303E+02   0.746896E+00   0.570456E-02
   0.159633E+04   0.133600E+03   0.439625E+02   0.108433E+01   0.549698E-02
   0.646406E+03   0.101150E+03   0.704316E+02   0.194913E+02   0.913486E-02
   0.144420E+04   0.165353E+03   0.351272E+02   0.480000E-02   0.439090E-02
   0.140951E+04   0.198813E+03  -0.519647E+02   0.485424E+01   0.652387E-02
   0.152306E+04   0.209384E+03   0.614947E+02   0.244032E+01   0.769289E-02
   0.130884E+04   0.249332E+03   0.280970E+02   0.251210E+00   0.351226E-02
   0.291664E+03   0.216944E+03   0.169686E+03   0.272375E+02   0.214823E-01
   0.165904E+04   0.317195E+03  -0.299680E+02   0.393468E+01   0.377815E-02
   0.118665E+04   0.337146E+03   0.380440E+02   0.120745E+02   0.498928E-02
   0.899867E+03   0.458894E+03   0.468666E+02   0.189713E+02   0.632009E-02
   0.139928E+04   0.467834E+03  -0.116922E+02   0.889251E+01   0.183620E-02
   0.521049E+03   0.558561E+03   0.559452E+02   0.119107E+01   0.699474E-02
   0.928220E+03   0.577709E+03  -0.334680E+02   0.334985E+01   0.420441E-02
   0.523901E+03   0.600824E+03  -0.730606E+02   0.235338E+02   0.959467E-02
   0.162820E+04   0.711459E+03  -0.429534E+02   0.801941E+01   0.546195E-02
   0.361992E+03   0.709665E+03   0.455579E+02   0.126088E+01   0.569692E-02
   0.467503E+03   0.725731E+03  -0.584141E+02   0.224797E+00   0.730182E-02
   0.162702E+04   0.817095E+03  -0.531154E+02   0.947274E+01   0.674419E-02
   0.351011E+03   0.826802E+03   0.501175E+02   0.504456E+01   0.629634E-02
   0.843077E+03   0.841840E+03  -0.381737E+02   0.187811E+02   0.531796E-02
   0.914832E+03   0.896087E+03   0.194298E+02   0.297425E+01   0.245701E-02
   0.569424E+03   0.865371E+03  -0.202273E+02   0.506225E+01   0.260639E-02
   0.123030E+04   0.918977E+03  -0.244624E+02   0.111620E+02   0.336108E-02
   0.451651E+03   0.103840E+04  -0.171358E+02   0.609577E+01   0.227346E-02
   0.162658E+03   0.106277E+04  -0.353852E+02   0.468452E+01   0.446174E-02
   0.140865E+04   0.105738E+04  -0.622566E+02   0.284727E+02   0.855732E-02
   0.893458E+02   0.114348E+04  -0.565240E+02   0.127006E+02   0.724166E-02
   0.166477E+04   0.108974E+04  -0.309848E+02   0.103336E+02   0.408282E-02
   0.781982E+03   0.110848E+04  -0.346618E+02   0.237475E+01   0.434288E-02
   0.166288E+04   0.109269E+04  -0.753237E+02   0.927717E+01   0.948661E-02
   0.109935E+04   0.116861E+04  -0.154474E+02   0.102521E+02   0.231748E-02
   0.211898E+03   0.114666E+04   0.568707E+02   0.197275E+02   0.752438E-02
   0.171777E+03   0.119346E+04  -0.201932E+02   0.364811E+01   0.256501E-02
   0.337543E+03   0.120800E+04  -0.261573E+02   0.183811E+02   0.399623E-02
   0.130009E+04   0.124905E+04  -0.255637E+02   0.633477E+01   0.329211E-02
   0.150157E+04   0.125187E+04  -0.389999E+02   0.105123E+02   0.504897E-02
   0.103586E+04   0.128848E+04  -0.190106E+02   0.978988E+01   0.267291E-02
   0.157556E+04   0.128560E+04  -0.189035E+02   0.834577E+01   0.258298E-02
   0.157467E+04   0.132668E+04   0.552131E+02   0.109021E+01   0.690298E-02
   0.155132E+04   0.137809E+04  -0.209745E+02   0.471521E+01   0.268725E-02
   0.132287E+04   0.134507E+04  -0.308043E+02   0.182153E+02   0.447336E-02
   0.195698E+04   0.144676E+04  -0.475716E+02   0.116766E+02   0.612296E-02
   0.159165E+04   0.146282E+04  -0.442649E+02   0.177663E+01   0.553757E-02
   0.936188E+03   0.146665E+04  -0.195414E+02   0.851122E+01   0.266432E-02
   0.514766E+03   0.148622E+04  -0.402094E+02   0.375952E+01   0.504810E-02
   0.635633E+03   0.148205E+04  -0.361278E+02   0.448431E+00   0.451632E-02
   0.685441E+03   0.151664E+04   0.226978E+02   0.979844E+01   0.309031E-02
   0.115811E+04   0.152707E+04  -0.402744E+02   0.162219E+02   0.542733E-02
   0.348757E+03   0.162202E+04   0.221427E+02   0.570700E+01   0.285829E-02
   0.941460E+03   0.163055E+04  -0.217057E+02   0.149160E+02   0.329210E-02
   0.432071E+03   0.173606E+04   0.322318E+02   0.462324E+01   0.407022E-02
   0.294826E+03   0.173592E+04   0.730085E+02   0.123293E+02   0.925529E-02
   0.199855E+04   0.179220E+04  -0.130511E+02   0.623887E+01   0.180821E-02
   0.170592E+03   0.184424E+04   0.614017E+02   0.287515E+01   0.768362E-02
   0.969869E+02   0.184631E+04   0.567001E+02   0.151805E+02   0.733714E-02
   0.169885E+04   0.185690E+04  -0.159643E+02   0.494456E+01   0.208906E-02
   0.182963E+04   0.190616E+04  -0.236063E+01   0.358989E+01   0.537062E-03
   0.172049E+04   0.189737E+04   0.141196E+02   0.968800E+01   0.214046E-02
   0.161255E+04   0.195532E+04   0.201181E+02   0.408531E+01   0.256609E-02
   0.159743E+04   0.193309E+04  -0.354105E+02   0.334785E+02   0.609137E-02
   0.148426E+03   0.199233E+04   0.455530E+02   0.485494E+01   0.572638E-02
   0.205984E+03   0.195697E+04   0.417838E+02   0.235194E+02   0.599355E-02
   0.188502E+04   0.205077E+04   0.323964E+01   0.221724E+02   0.280098E-02
   0.113378E+04   0.213187E+04  -0.196346E+02   0.104174E+02   0.277837E-02
   0.147897E+04   0.208160E+04  -0.373351E+02   0.232605E+02   0.549852E-02
   0.175722E+04   0.210798E+04  -0.147690E+01   0.123172E+02   0.155068E-02
   0.801760E+03   0.212173E+04   0.299860E+02   0.766696E+01   0.386883E-02
   0.781157E+03   0.214202E+04  -0.252886E+02   0.146628E+02   0.365400E-02
   0.290816E+03   0.221739E+04  -0.275422E+02   0.294835E+01   0.346245E-02
   0.186837E+04   0.229574E+04   0.119011E+02   0.782486E+00   0.149085E-02
   0.272336E+03   0.235240E+04  -0.153609E+02   0.610382E+01   0.206615E-02
   0.549954E+03   0.240435E+04  -0.255393E+02   0.908839E+01   0.338853E-02
   0.131463E+04   0.236705E+04   0.832381E+01   0.175623E+01   0.106338E-02
   0.151858E+04   0.244426E+04   0.738000E+00   0.397494E+01   0.505359E-03
   0.105528E+04   0.249341E+04   0.131673E+02   0.135894E+02   0.236528E-02
   0.115444E+04   0.247032E+04   0.477634E+01   0.249138E+00   0.597854E-03
   0.787175E+03   0.253676E+04   0.169999E+02   0.151828E+02   0.284911E-02
   0.107960E+04   0.259321E+04   0.670041E+02   0.710684E+01   0.842250E-02
   0.889746E+03   0.263665E+04   0.882683E+01   0.377539E+01   0.120004E-02
   0.184004E+04   0.261974E+04   0.463294E+02   0.556064E+02   0.904717E-02
   0.891285E+03   0.267892E+04   0.223494E+02   0.155197E+02   0.340119E-02
