1 2048.0 4096.0 337.49946557 -15.8405556116
2 2048.0 4096.0 337.169557222 -15.8405671357
3 2048.0 4096.0 336.839446187 -15.8404053635
4 2048.0 4096.0 337.664051895 -15.6733293923
5 2048.0 4096.0 337.334503534 -15.673462752
6 2048.0 4096.0 337.004976127 -15.6733361759
7 2048.0 4096.0 336.67506871 -15.6730135121
8 2048.0 4096.0 337.82835377 -15.5062050292
9 2048.0 4096.0 337.499057423 -15.5064887109
10 2048.0 4096.0 337.169949469 -15.5064969867
11 2048.0 4096.0 336.840664804 -15.5062221339
12 2048.0 4096.0 336.510823123 -15.5056598283
13 2048.0 4096.0 337.992473049 -15.3390763528
14 2048.0 4096.0 337.663306024 -15.3395961024
15 2048.0 4096.0 337.334494893 -15.3397755232
16 2048.0 4096.0 337.005699992 -15.3396076094
17 2048.0 4096.0 336.676518738 -15.3390709693
18 2048.0 4096.0 336.346623533 -15.3382345829
19 2048.0 4096.0 337.991839632 -15.1722991695
20 2048.0 4096.0 337.66297939 -15.1729072599
21 2048.0 4096.0 337.3344835 -15.1731286531
22 2048.0 4096.0 337.006014693 -15.1729261762
23 2048.0 4096.0 336.677158406 -15.1723261088
24 2048.0 4096.0 336.347562345 -15.1713104659
25 2048.0 4096.0 338.155839107 -15.0050460494
26 2048.0 4096.0 337.826921029 -15.0059917355
27 2048.0 4096.0 337.498567906 -15.0064676229
28 2048.0 4096.0 337.170406908 -15.0064735126
29 2048.0 4096.0 336.842059753 -15.0060155076
30 2048.0 4096.0 336.513165639 -15.0050833563
31 2048.0 4096.0 336.183320399 -15.0036785608
32 2048.0 4096.0 338.155247368 -14.8382522159
33 2048.0 4096.0 337.826533763 -14.8393610946
34 2048.0 4096.0 337.498462321 -14.8398708188
35 2048.0 4096.0 337.17051965 -14.8398751201
36 2048.0 4096.0 336.842414746 -14.83935057
37 2048.0 4096.0 336.513761259 -14.8382960539
38 2048.0 4096.0 336.184172093 -14.8366956568
39 2048.0 4096.0 337.990394437 -14.6720887897
40 2048.0 4096.0 337.662261371 -14.6730226293
41 2048.0 4096.0 337.334476838 -14.6732931696
42 2048.0 4096.0 337.006715673 -14.673005135
43 2048.0 4096.0 336.678582226 -14.6721252409
44 2048.0 4096.0 336.349699719 -14.6706463392
45 2048.0 4096.0 337.990063719 -14.5052156527
46 2048.0 4096.0 337.662089963 -14.5062057287
47 2048.0 4096.0 337.334472492 -14.506544758
48 2048.0 4096.0 337.006875933 -14.5062296764
49 2048.0 4096.0 336.678896172 -14.5052527273
50 2048.0 4096.0 336.350198068 -14.50362482
51 2048.0 4096.0 337.82581168 -14.3388233381
52 2048.0 4096.0 337.498196526 -14.3395356118
53 2048.0 4096.0 337.170760011 -14.3395625567
54 2048.0 4096.0 336.843153228 -14.3388522134
55 2048.0 4096.0 336.514990328 -14.3374251643
56 2048.0 4096.0 337.661863495 -14.1721349403
57 2048.0 4096.0 337.334469324 -14.1725305126
58 2048.0 4096.0 337.007096397 -14.172144969
59 2048.0 4096.0 336.679342085 -14.1709936622
60 2048.0 4096.0 337.498165351 -14.0050714006
61 2048.0 4096.0 337.170832321 -14.0050573596
62 2048.0 4096.0 336.843381343 -14.004225145
