  1 2048 1
  2 2048 1
  3 2048 1
  4 2048 1
  5 2048 1
  6 2048 1
  7 2048 1
  8 2048 1
  9 2048 1
 10 2048 1
 11 2048 1
 12 2048 1
 13 2048 1
 14 2048 1
 15 2048 1
 16 2048 1
 17 2048 1
 18 2048 1
 19 2048 1
 20 2048 1
 21 2048 1
 22 2048 1
 23 2048 1
 24 2048 1
 25 2048 1
 26 2048 1
 27 2048 1
 28 2048 1
 29 2048 1
 30 2048 1
 31 2048 1
 32 2048 1
 33 2048 1
 34 2048 1
 35 2048 1
 36 2048 1
 37 2048 1
 38 2048 1
 39 2048 1
 40 2048 1
 41 2048 1
 42 2048 1
 43 2048 1
 44 2048 1
 45 2048 1
 46 2048 1
 47 2048 1
 48 2048 1
 49 2048 1
 50 2048 1
 51 2048 1
 52 2048 1
 53 2048 1
 54 2048 1
 55 2048 1
 56 2048 1
 57 2048 1
 58 2048 1
 59 2048 1
 60 2048 1
 61 2048 1
 62 2048 1
